Bundesland;Bahnhofsmanagement;BahnhofNr;Station;DS100;Bahnhofskategorie;Strasse;PLZ;Ort;Aufgabenträger;Verkehrsverb;Fernverkehr;Nahverkehr;lat;lon
Baden-Württemberg;Westfrankenbahn (WFB);5376;Rot am See;TRS;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.2499363741553;10.0300151109695
Baden-Württemberg;Freiburg;7151;Rottweil Saline;TRSA;7;Im Kappelenösch 1;78628;Rottweil;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVR;nein;ja;48.1489299769483;8.64556431770325
Baden-Württemberg;Friedrichshafen;5399;Rottenburg (Neckar);TRT;5;Poststr. 14;72108;Rottenburg ;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.4724221788331;8.93584549427033
Baden-Württemberg;Stuttgart;5443;Rutesheim;TRUT;5;Bahnhofstrasse 1;71229;Leonberg;Verband Region Stuttgart;VVS;nein;ja;48.7904760197241;8.9609133943333
Baden-Württemberg;Stuttgart;5226;Renningen;TRX;4;Alte Bahnhofstraße;71272;Renningen;Verband Region Stuttgart;VVS;nein;ja;48.7751247088294;8.93263220787048
Baden-Württemberg;Stuttgart;8111;Renningen Süd;TRXS;6;Am Pfarrtor;71272;Renningen;Verband Region Stuttgart;VVS;nein;nein;48.7626555558764;8.93197417259216
Baden-Württemberg;Stuttgart;6071;Stuttgart Hbf;TS;1;Arnulf-Klett-Platz 2;70173;Stuttgart;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja;48.785519587971;9.18341159820557
Baden-Württemberg;Mannheim;5468;Sachsenheim;TSA;5;Bahnhofstr. 7;74343;Sachsenheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.9615868835606;9.06334249123074
Baden-Württemberg;Ulm;5471;Salach;TSAL;6;Weberstr. 8;73084;Salach;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.6893196264322;9.73739504814149
Baden-Württemberg;Westfrankenbahn (WFB);5515;Satteldorf;TSAT;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.1795573522457;10.0782465934754
Baden-Württemberg;Ulm;6111;Sulzbach (Murr);TSBM;5;Bahnhof 1;71560;Sulzbach (Murr);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.9994085411808;9.50036287307738
Baden-Württemberg;Stuttgart;6077;Stuttgart-Bad Cannstatt;TSC;3;Bahnhofstr. 30;70372;Stuttgart;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.8013846532511;9.21685695648193
Baden-Württemberg;Ulm;5686;Schrezheim;TSCH;7;Fayence-Str.;73479;Ellwangen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.9510306285869;10.1179111003876
Baden-Württemberg;Ulm;6127;Süßen;TSD;4;Bahnhofstr. 10;73079;Süßen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.683562961781;9.76042807102204
Baden-Württemberg;Mannheim;5826;Sennfeld;TSE;6;Bahnhofstrasse;74740;Adelsheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;VRN;nein;ja;49.3787235121681;9.38163980841637
Baden-Württemberg;Stuttgart;6070;Stuttgart Ebitzweg;TSEB;7;Ebitzweg;70374;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8039209728565;9.23175841569901
Baden-Württemberg;Mannheim;7436;Scheppach;TSEP;6;Scheppach;74626;Bretzfeld-Scheppach;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1616747816076;9.43425536155701
Baden-Württemberg;Mannheim;5830;Sersheim;TSER;5;Am Bahnhof 1;74372;Sersheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.9587858107242;9.01834591613827
Baden-Württemberg;Stuttgart;5682;Schorndorf;TSF;3;Rosenstr.2;73614;Schorndorf;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja;48.8070046943322;9.52583476096314
Baden-Württemberg;Stuttgart;6078;Stuttgart-Feuerbach;TSFE;4;Wiener Platz 2;70469;Stuttgart-Feuerbach;Verband Region Stuttgart;VVS;nein;ja;48.8134902552721;9.16939271621949
Baden-Württemberg;Stuttgart;6079;Stuttgart Feuersee;TSFS;3;Feuerseeplatz 14;70176;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7725993525431;9.16592400807604
Baden-Württemberg;Ulm;5699;Schwäbisch Gmünd;TSG;4;Bahnhofsplatz 6;73525;Schwäbisch Gmünd;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;ja;ja;48.8010531025746;9.78799045085906
Baden-Württemberg;Friedrichshafen;6045;Storzingen;TSGZ;6;Bahnhofstr. 8;72510;Stetten am kalten Markt;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.1350718767584;9.12724409781818
Baden-Württemberg;Ulm;5700;Schwäbisch Hall;TSHL;6;Bahnhofstr. 1;74523;Schwäbisch Hall;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1080263399654;9.73366339243482
Baden-Württemberg;Ulm;5608;Schmiechen;TSHM;6;Schelklingerstr.;89601;Schelklingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.3627315088194;9.72079038619996
Baden-Württemberg;Ulm;5701;Schwäbisch Hall-Hessental;TSHT;4;Karl-Kurz-Str.3;74523;Schwäbisch Hall;Nahverkehrsgesellschaft Baden-Württemberg mbH;VSH;nein;ja;49.0967883272083;9.76754621761601
Baden-Württemberg;Stuttgart;5863;Sindelfingen;TSI;6;Hans-Martin-Schleyer-Str. 9;71063;Sindelfingen;Verband Region Stuttgart;VVS;nein;ja;48.7039342044785;8.99892901539715
Baden-Württemberg;Friedrichshafen;5853;Sigmaringen;TSIG;5;Bahnhofstr. 7;72488;Sigmaringen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.0868714388611;9.2220025110154
Baden-Württemberg;Friedrichshafen;8007;Sigmaringendorf;TSIH;7;Bahnhofstraße 4;72517;Sigmaringendorf;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.0689101002142;9.26074147224425
Baden-Württemberg;Ulm;5556;Schelklingen;TSK;6;Bahnhofstr. 27;89601;Schelklingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.3711494211768;9.73454296588898
Baden-Württemberg;Friedrichshafen;5520;Bad Saulgau;TSL;6;Karlstr. 6;88348;Bad Saulgau;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.0134919126313;9.50103521347045
Baden-Württemberg;Stuttgart;6080;Stuttgart-Münster;TSM;7;Nagold Str. 81;70376;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8207241030887;9.2159264087677
Baden-Württemberg;Stuttgart;6085;Stuttgart Stadtmitte;TSMI;3;Theodor-Heuss-Strasse;70173;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7762073702325;9.17289543151856
Baden-Württemberg;Stuttgart;6073;Stuttgart Nord;TSN;5;Nordbahnhofstrasse;70174;Stuttgard-Nord;Verband Region Stuttgart;VVS;nein;ja;48.8036341932078;9.18838441371918
Baden-Württemberg;Stuttgart;6072;Stuttgart Neckarpark;TSNS;4;Alte Untertürkheimer Strasse;70372;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7917801027856;9.24119550708382
Baden-Württemberg;Stuttgart;6074;Stuttgart Nürnberger Straße;TSNU;5;Nürnberger Strasse;70374;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8062893449598;9.23496901988983
Baden-Württemberg;Stuttgart;6081;Stuttgart-Obertürkheim;TSOM;4;Obertürkheim;70329;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7616852363724;9.26814099720546
Baden-Württemberg;Ulm;5906;Sontheim-Brenz;TSON;6;Bahnhofstr. 15;89567;Sontheim-Brenz;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.5591373383547;10.2847248315811
Baden-Württemberg;Stuttgart;6075;Stuttgart Österfeld;TSOS;4;Paradiesstraße;70563;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7374838947187;9.11672512690226
Baden-Württemberg;Freiburg;5916;Spaichingen;TSP;5;Eisenbahnstr. 35;78549;Spaichingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.0690295900438;8.74009609222412
Baden-Württemberg;Karlsruhe;5678;Schopfloch (b Freudenstadt);TSPF;6;Bahnhofstr. 23;72296;Schopfloch;Nahverkehrsgesellschaft Baden-Württemberg mbH;VGF ;nein;ja;48.4537159987056;8.54788861287616
Baden-Württemberg;Freiburg;8037;Spaichingen Mitte;TSPM;7;Robert-Koch-Str.6;78549;Spaichingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0784438083992;8.7305247121387
Baden-Württemberg;Stuttgart;6082;Stuttgart-Rohr;TSRO;4;Egelhaafstraße 22;70565;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7177532166706;9.10838429744426
Baden-Württemberg;Stuttgart;6083;Stuttgart Schwabstraße;TSS;3;Rotebühlstrasse;70197;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7702269873821;9.1569060087204
Baden-Württemberg;Stuttgart;6084;Stuttgart-Sommerrain;TSSM;5;Sommerrainstr. 80;70374;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8152342107735;9.24844622611999
Baden-Württemberg;Friedrichshafen;6023;Stetten (Donau);TSTD;7;Eisenbahnstraße 3;78570;Mühlheim ;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0227175585906;8.87214297197274
Baden-Württemberg;Stuttgart;6026;Stetten-Beinstein;TSTE;5;Liedhornstraße 18;71384;Weinstadt;Verband Region Stuttgart;VVS;nein;ja;48.8120943866547;9.35321331024171
Baden-Württemberg;Friedrichshafen;6053;Straßberg-Winterlingen;TSTR;6;Bahnhofstraße 23;72474;Straßberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.1787449412786;9.08773899078369
Baden-Württemberg;Stuttgart;6086;Stuttgart-Untertürkheim Pbf;TSU;3;Karl-Benz-Platz 15;70327;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7798169283063;9.2504757642746
Baden-Württemberg;Mannheim;6108;Sülzbach;TSUE;6;Taubenflugstraße 1;74182;Obersulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1483738908588;9.34051801992016
Baden-Württemberg;Freiburg;6107;Sulz (Neckar);TSUL;5;Am Bahnhof 1;72172;Sulz ;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.3667707597964;8.6368328332901
Baden-Württemberg;Stuttgart;6076;Stuttgart Universität;TSUN;4;Universitätsstrasse;70569;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7453603841501;9.10573661327361
Baden-Württemberg;Mannheim;7459;Sülzbach Schule;TSUS;6;Michael-Behaim-Schule;74182;Obersulm-Sülzbach;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.144888798788;9.35138187199755
Baden-Württemberg;Stuttgart;6087;Stuttgart-Vaihingen;TSV;3;Am Bahnhof 1;70563;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.7264645261311;9.11318814754487
Baden-Württemberg;Ulm;5703;Schwabsberg;TSWA;7;Am Bahnhof 1;73492;Rainau;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.925156609098;10.1388842456481
Baden-Württemberg;Stuttgart;6088;Stuttgart-Weilimdorf;TSWF;5;Mittlerer Pfad;70499;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.822071788636;9.09468688851587
Baden-Württemberg;Stuttgart;5707;Schwaikheim;TSWK;5;Fritz-Müller-Allee 4;71409;Schwaikheim;Verband Region Stuttgart;VVS;nein;ja;48.8683117828524;9.35473680496218
Baden-Württemberg;Ulm;5557;Schemmerberg;TSX;6;Bahnhofstr.;88433;Schemmerhofen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.189379005225;9.82909749275851
Baden-Württemberg;Mannheim;5852;Siglingen;TSY;6;Eisenbahnstrasse;74861;Neudenau;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2972540671898;9.30509984493256
Baden-Württemberg;Stuttgart;6090;Stuttgart-Zuffenhausen;TSZ;3;Am Bahnhof 1;70435;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8298668741072;9.16669242728622
Baden-Württemberg;Stuttgart;6089;Stuttgart-Zazenhausen;TSZAH;7;Züttlingerstr.1;70437;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8360382837724;9.19953392899555
Baden-Württemberg;Westfrankenbahn (WFB);5689;Schrozberg;TSZG;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.3469529887794;9.97496724128723
Baden-Württemberg;Friedrichshafen;6279;Tübingen Hbf;TT;2;Europaplatz 17;72072;Tübingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;ja;ja;48.515587517981;9.05516753297278
Baden-Württemberg;Friedrichshafen;6144;Tannheim (Württ);TTA;7;Bahnhofstr. 77;88459;Tannheim ;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;47.9949883840292;10.097519159317
Baden-Württemberg;Westfrankenbahn (WFB);6152;Tauberbischofsheim;TTB;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.6237942472038;9.6583467721939
Baden-Württemberg;Friedrichshafen;6281;Tübingen-Derendingen;TTD;6;Jurastraße 28;72072;Tübingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.5035993171435;9.05044221419553
Bayern;Ulm;6186;Thalfingen (b Ulm);TTL;6;Am Bahndamm 26;89275;Elchingen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja;48.4327661331667;10.0474253296852
Baden-Württemberg;Friedrichshafen;6282;Tübingen-Lustnau;TTLU;6;Kusterdinger Straße 1;72072;Tübingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.5238687154114;9.09433893451932
Baden-Württemberg;Stuttgart;6137;Tamm (Württ);TTM;4;Bahnhofstr. 15;71732;Tamm ;Verband Region Stuttgart;VVS;nein;ja;48.9217484785582;9.12543408075968
Baden-Württemberg;Ulm;6271;Trochtelfingen (b Bopfingen);TTO;7;Siebenbrunnenstr.;73441;Bopfingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.8383549914385;10.4017719626426
Baden-Württemberg;Mannheim;7623;Heilbronn Trappensee;TTPS;6;Schlizstr. / Trappensee;74074;Heilbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1403044989393;9.25268411636353
Baden-Württemberg;Freiburg;6276;Trossingen Bahnhof;TTR;6;Mittelhart 1;78652;Deißlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVR;nein;ja;48.0878099416366;8.58513951301576
Baden-Württemberg;Freiburg;6292;Tuttlingen;TTU;3;Bahnhof 1;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;ja;ja;47.9803414421347;8.79852636346186
Baden-Württemberg;Freiburg;8039;Tuttlingen Gänsäcker;TTUG;7;Gotenstrasse 4;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;47.9646452770826;8.78119826316833
Baden-Württemberg;Freiburg;7993;Tuttlingen Nord;TTUN;7;Daimlerstr.7;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;47.9925391652491;8.82372756799062
Baden-Württemberg;Freiburg;8038;Tuttlingen Schulen;TTUS;7;Max-Planck-Str. 1;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;47.9873873666813;8.80108204327132
Baden-Württemberg;Freiburg;6293;Tuttlingen Zentrum;TTUZ;7;Im Umläufle 1;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;47.9855801598177;8.80941925822078
Baden-Württemberg;Ulm;6325;Ulm-Söflingen;TU  F;6;In der Wanne 1;89075;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.4026742914614;9.95900627383545
Baden-Württemberg;Ulm;6323;Ulm Hbf;TU;2;Bahnhofplatz 1;89073;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;ja;ja;48.3995694891886;9.98281717300415
Baden-Württemberg;Ulm;6371;Urbach (b Schorndorf);TUA;5;Konrad-Hornschuch-Str.;73660;Urbach (b Schorndorf);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.8050451234063;9.57329103419931
Baden-Württemberg;Ulm;5734;Ulm-Donautal;TUDT;6;Nicolaus-Otto-Str.;89079;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.3663288338258;9.94030594825744
Bayern;Ulm;6344;Unterelchingen;TUE;6;Bahnhofstr. 45;89275;Elchingen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja;48.4530390857521;10.1001405715942
Baden-Württemberg;Mannheim;6348;Untergriesheim;TUG;6;Neue Str. / Im Dorf ;74177;Bad Friedrichshall-Unterg;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2660747669433;9.2232141295012
Baden-Württemberg;Ulm;6314;Uhingen;TUH;5;Bahnhofstr. 15;73066;Uhingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.7086135222791;9.58570718765259
Baden-Württemberg;Ulm;6354;Unterkochen;TUK;7;Heidenheimer Str. 12;73432;Aalen-Unterkochen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja;48.8150046626179;10.1264588242799
Baden-Württemberg;Stuttgart;6357;Unterlenningen;TUL;7;Bahnhofstrasse 10;73252;Lenningen;Verband Region Stuttgart;VVS;nein;ja;48.5660104887331;9.45994019508362
Baden-Württemberg;Ulm;6324;Ulm Ost;TUO;6;An der Brenzbahn;89073;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.4070922359377;9.99472349882126
Baden-Württemberg;Karlsruhe;6362;Unterreichenbach;TURB;6;Bahnhofstr.6;75399;Unterreichenbach;Nahverkehrsgesellschaft Baden-Württemberg mbH;VGC;nein;ja;48.8268898161097;8.71128380298614
Baden-Württemberg;Ulm;6376;Urspring;TURS;6;Am Bahnhof 8;89173;Lonsee;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.5500545430955;9.89461183547973
Baden-Württemberg;Mannheim;6390;Vaihingen (Enz);TV;4;Neue Bahnhofstr. 36;71665;Vaihingen (Enz);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja;48.9476885216361;8.95825624465942
Baden-Württemberg;Stuttgart;6608;Weil der Stadt;TW;4;Am Bahnhof 1;71263;Weil der Stadt;Verband Region Stuttgart;VVS;nein;ja;48.7555474605193;8.87294769287109
Baden-Württemberg;Ulm;6556;Wasseralfingen;TWA;6;Schlegelstr.;73433;Aalen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.8585828799372;10.1035952568054
Baden-Württemberg;Westfrankenbahn (WFB);8269;Wallhausen (Württ);TWAL;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.2091790400916;10.0629508495331
Baden-Württemberg;Friedrichshafen;6534;Wannweil;TWAN;5;Bahnhofstraße 32/1;72821;Wannweil;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.512355678493;9.15067225694656
Baden-Württemberg;Stuttgart;6671;Wendlingen (Neckar);TWD;3;Bahnhofstr. 15;73240;Wendlingen am Neckar;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.6730247601145;9.37312245368958
Baden-Württemberg;Friedrichshafen;7977;Weingarten (Berg);TWEB;6;Ettishofer Straße 61;88250;Weingarten;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.8167935707579;9.61680024592177
Baden-Württemberg;Stuttgart;6613;Weiler (Rems);TWEL;5;Bahnhofstr.1;76314;Schorndorf;Verband Region Stuttgart;VVS;nein;ja;48.8003546600527;9.50204372406006
Baden-Württemberg;Stuttgart;6687;Wernau (Neckar);TWER;4;Bahnhofsplatz 2;73249;Wernau;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.6942830703503;9.41386342048645
Baden-Württemberg;Mannheim;6482;Waldenburg (Württ);TWG;6;Am Bahnhof 31;74638;Waldenburg (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2026054157964;9.65853452682495
Baden-Württemberg;Mannheim;6498;Walheim (Württ);TWH;6;Bahnhofstraße 1;74399;Walheim (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;49.0108101459484;9.15185093879699
Baden-Württemberg;Ulm;8003;Wackershofen-Freilandmuseum;TWHF;7;Freilandmuseum Wackershofen;74523;Schwäbisch Hall;Nahverkehrsgesellschaft Baden-Württemberg mbH;VSH;nein;ja;49.1372558626989;9.69714760780335
Baden-Württemberg;Stuttgart;6801;Winnenden;TWI;3;Bahnhofstr. 4;71364;Winnenden;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.8795605406284;9.39219484458099
Baden-Württemberg;Karlsruhe;6765;Wildberg (Württ);TWIB;6;Am Bahnhof 1;72218;Wildberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;VGC;nein;ja;48.6252621023387;8.74296426773072
Baden-Württemberg;Mannheim;7481;Wieslensdorf;TWID;7;Eisenbahnweg;74182;Obersulm-Wieslensdorf;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1498294013856;9.42239463329316
Baden-Württemberg;Stuttgart;6806;Winterbach (b Schorndorf);TWIN;5;Bahnhofstr.1;73650;Winterbach ;Verband Region Stuttgart;VVS;nein;ja;48.7983630270828;9.48113594840212
Baden-Württemberg;Mannheim;6832;Wittighausen;TWIT;6;Bahnhofstr. 2;97957;Wittighausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;49.6183357346227;9.84622478485107
Baden-Württemberg;Karlsruhe;6769;Wilferdingen-Singen;TWL;5;Bahnhofstr. 7;75196; Remchingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;KVV;nein;ja;48.9537302545833;8.57280437148478
Baden-Württemberg;Mannheim;6782;Willsbach;TWLB;6;Raiffeisenstraße 40 ;74182;Obersulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1426184749035;9.35780210877364
Baden-Württemberg;Freiburg;8040;Weilheim;TWLH;7;Eisenbahnstr.10;78604;Rietheim-Weilheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0247953892195;8.77594274357831
Baden-Württemberg;Westfrankenbahn (WFB);6605;Weikersheim;TWM;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.4784620765157;9.90574203733558
Baden-Württemberg;Stuttgart;6471;Waiblingen;TWN;3;Neuer Bahnhof;71332;Waiblingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.8262397908872;9.30053841150721
Baden-Württemberg;Friedrichshafen;6848;Wolfegg;TWO;7;Bahnhofstr. 7;88239;Wolfegg;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.8240856853424;9.80868816375732
Baden-Württemberg;Mannheim;6623;Weinsberg;TWR;6;Bahnhofsplatz 2;74189;Weinsberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1482492575015;9.28622961044311
Baden-Württemberg;Mannheim;7638;Weinsberg West;TWRW;6;Rossäckerstrasse;74189;Weinsberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1512223657819;9.27389323711395
Baden-Württemberg;Ulm;6716;Westerstetten;TWS;6;Am Bahnhof 1;89198;Westerstetten;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.5198477154827;9.9494041999181
Baden-Württemberg;Friedrichshafen;6631;Weißenau;TWSN;6;Bahnhofstraße 15;88214;Ravensburg;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.7658757126669;9.59434747695923
Baden-Württemberg;Westfrankenbahn (WFB);6698;Wertheim;TWT;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.7620294467533;9.51291603508252
Baden-Württemberg;Westfrankenbahn (WFB);6699;Wertheim-Bestenheid;TWTB;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.7861575998429;9.50013499083525
Baden-Württemberg;Freiburg;8041;Wurmlingen Mitte;TWUM;7;Friedrichstr.20;78573;Wurmlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0014556827084;8.77803862094879
Baden-Württemberg;Freiburg;8042;Wurmlingen Nord;TWUN;7;Obere Hauptstr.3;78573;Wurmlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0084916135034;8.77544403076172
Baden-Württemberg;Ulm;8006;Warthausen;TWVH;6;Bahnhofstr.;88447;Warthausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.1298389702487;9.80161249637604
Baden-Württemberg;Friedrichshafen;6531;Wangen (Allgäu);TWW;5;Bahnhofstraße 39;88239;Wangen;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.689172878491;9.83052389962332
Baden-Württemberg;Ulm;6718;Westhausen;TWX;7;Bahnhofstr.;73463;Westhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.881509090406;10.1834100340573
Baden-Württemberg;Ulm;6485;Waldhausen (b Schorndorf);TWY;6;Lorcher Str.;73547;Lorch-Waldhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.7892165446385;9.63804960250854
Baden-Württemberg;Mannheim;7024;Zimmern;TZI;6;Bahnhofsweg;97947;Grünsfeld;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;49.595305244734;9.7906592344907
Baden-Württemberg;Mannheim;7064;Züttlingen;TZU;6;Brückenstraße 43;74129;Möckmühl-Züttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2917250280889;9.32922948490489
