Bundesland;Bahnhofsmanagement;BahnhofNr;Station;DS100;Bahnhofskategorie;Strasse;PLZ;Ort;Aufgabenträger;Verkehrsverb;Fernverkehr;Nahverkehr;lat;lon
Baden-Württemberg;Westfrankenbahn (WFB);2801;Hochhausen;THO;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.6639034223969;9.63325560092933
Baden-Württemberg;Ulm;2821;Hofen (b Aalen);THOF;6;Ellwanger Str.;73433;Aalen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.872741244865;10.1143634319305
Baden-Württemberg;Mannheim;2650;Heilbronn Sülmertor;THST;6;Am Sülmertor 1;74076;Heilbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1510232242482;9.22016279117481
Baden-Württemberg;Friedrichshafen;2695;Herbertingen;THT;5;Rötenweg 13;88518;Herbertingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.0636164223876;9.41369533538818
Baden-Württemberg;Friedrichshafen;2696;Herbertingen Ort;THTO;7;Denkemerweg 27;88518;Herbertingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.053823019563;9.43315739523284
Baden-Württemberg;Stuttgart;2943;Hulb;THUB;5;Dornierstrasse;71032;Böblingen-Hulb;Verband Region Stuttgart;VVS;nein;ja;48.6792046270174;8.9824754235768
Baden-Württemberg;Mannheim;2700;Herbolzheim (Jagst);THZ;6;Neudenauer Str. 1;74861;Neudenau;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2818135483863;9.25975799560547
Baden-Württemberg;Westfrankenbahn (WFB);2968;Igersheim;TIH;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.493481782779;9.81262028217315
Baden-Württemberg;Karlsruhe;2975;Illingen (Württ);TIL;5;Luigstr. 1;75428;Illingen ;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.9566037364351;8.92183473130235
Baden-Württemberg;Ulm;8008;Itzelberg;TIT;7;Stürtzelweg;89551;Königsbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.730672999879;10.1363307237625
Baden-Württemberg;Ulm;3026;Jagstzell;TJZ;6;Crailsheimer Str. 4;73489;Jagstzell;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;49.0312945988309;10.0987429010499
Baden-Württemberg;Friedrichshafen;3170;Kiebingen;TKBI;6;Arthur-Junghans-Straße 10;72108;Rottenburg ;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.4794078579224;8.97389888763428
Baden-Württemberg;Friedrichshafen;3149;Kehlen;TKEH;6;Pestalozzistraße 5;88074;Meckenbeuren;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.6827397815113;9.54759971196836
Baden-Württemberg;Mannheim;3352;Königshofen (Baden);TKF;6;Eisenbahnstraße 17;97922;Königshofen (Baden);Nahverkehrsgesellschaft Baden-Württemberg mbH;VRN;nein;ja;49.5461067367099;9.72456179374505
Baden-Württemberg;Friedrichshafen;3211;Kißlegg;TKG;5;Bahnhofstr. 7;88353;Kißlegg;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.7935437313201;9.88165855407715
Baden-Württemberg;Stuttgart;3379;Kornwestheim Pbf;TKH;3;Bahnhofstraße 85;70806;Kornwestheim;Verband Region Stuttgart;VVS;nein;ja;48.8621498335281;9.18000016212813
Baden-Württemberg;Friedrichshafen;3190;Kirchentellinsfurt;TKI;5;Bahnhofstr. 48;72138;Kirchentellinsfurt;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.5290131008781;9.13913547992706
Baden-Württemberg;Stuttgart;3183;Kirchberg (Murr);TKIM;6;Bahnhofstraße 94;71737;Kirchberg an der Murr;Verband Region Stuttgart;VVS;nein;ja;48.9391949415135;9.32872672707347
Baden-Württemberg;Friedrichshafen;7430;Friedrichshafen-Kluftern;TKLU;7;Bahnhofstrasse 13;88048;Friedrichshafen;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.6881418864008;9.40948429897692
Baden-Württemberg;Mannheim;3193;Kirchheim (Neckar);TKM;5;Bahnhofstraße 1;74366;Kirchheim am Neckar;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;49.0378558150339;9.15078473561152
Baden-Württemberg;Friedrichshafen;3412;Kressbronn;TKN;5;Nonnenbacher Weg 30;88079;Kressbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.5939379906855;9.59912627935409
Baden-Württemberg;Karlsruhe;6370;Knittlingen-Kleinvillars;TKNK;7;Ölbronner Str. 40;75248;Ölbronn-Dürrn;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.9935237288866;8.74443054199218
Baden-Württemberg;Stuttgart;3377;Korntal;TKO;4;Bahnhofplatz 1;70825;Korntal;Verband Region Stuttgart;VVS;nein;ja;48.8264886024001;9.12129357125121
Baden-Württemberg;Ulm;3347;Königsbronn;TKS;6;Am Bahnhof 1;89551;Königsbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.7395904459913;10.1159847788407
Baden-Württemberg;Stuttgart;3194;Kirchheim (Teck);TKT;4;Eugen-Gerstenmaier-Platz 1;73230;Kirchheim unter Teck;Verband Region Stuttgart;VVS;nein;ja;48.6442156324438;9.44373859299553
Baden-Württemberg;Stuttgart;3196;Kirchheim (Teck)-Ötlingen;TKTO;5;Uracher Strasse;73230;Kirchheim unter Teck;Verband Region Stuttgart;VVS;nein;ja;48.6578250673547;9.41636921539839
Baden-Württemberg;Stuttgart;3195;Kirchheim (Teck) Süd;TKTS;6;Beim Südbahnhof 2;73230;Kirchheim unter Teck;Verband Region Stuttgart;VVS;nein;ja;48.6398704184871;9.45201900066598
Bayern;Würzburg;3197;Kirchheim (Unterfr);TKU;6;Kleinrinderfelder Straße 1;97268;Kirchheim (Unterfr);Bayerische Eisenbahngesellschaft mbH;0;nein;ja;49.6570291835072;9.85841152657354
Baden-Württemberg;Ulm;3445;Kuchen;TKUC;6;Bahnhofstr.;73329;Kuchen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.6403545831857;9.80365404780481
Baden-Württemberg;Mannheim;3576;Lauda;TL;4;Bahnhofstr. 23;97922;Lauda-Königshofen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;49.5656037620127;9.70939533710476
Baden-Württemberg;Westfrankenbahn (WFB);3579;Laudenbach (Württ);TLC;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.4554123885175;9.92314517498015
Baden-Württemberg;Stuttgart;3667;Leonberg;TLE;4;Bahnhofstr. 78;71229;Leonberg;Verband Region Stuttgart;VVS;nein;ja;48.7996037940484;9.00368928909299
Baden-Württemberg;Stuttgart;3626;Leinfelden;TLF;4;Bahnhofstrasse;70771;Leinfelden;Verband Region Stuttgart;VVS;nein;ja;48.6968409165233;9.142729305959
Baden-Württemberg;Ulm;3574;Lauchheim;TLH;6;Bahnhofstr. 33;73466;Lauchheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.8688857074885;10.2367963861016
Baden-Württemberg;Friedrichshafen;3689;Leutkirch;TLK;6; Bahnhof 1;88299;Leutkirch;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.8261899656567;10.0159466880625
Baden-Württemberg;Ulm;3527;Langenau (Württ);TLL;5;Lenaustr. 7;89129;Langenau (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.4932566442171;10.1259988546372
Baden-Württemberg;Ulm;7892;Laupheim Stadt;TLM;6;Eisenbahnstr. 1;88471;Laupheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.2335009245769;9.87839742140337
Baden-Württemberg;Mannheim;3591;Lauffen (Neckar);TLN;4;Bahnhofstraße 50;74348;Lauffen (Neckar);Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.0765125733182;9.14624601602555
Baden-Württemberg;Ulm;3781;Lorch (Württ);TLO;5;Poststr. 11;73547;Lorch (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.7978991292498;9.69585007550764
Baden-Württemberg;Friedrichshafen;3798;Löwental;TLOE;6;Adelheidstraße 11;88046;Friedrichshafen;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.661340844239;9.4992557474386
Baden-Württemberg;Ulm;3778;Lonsee;TLON;6;Bahnhofstr. 9;89173;Lonsee;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.5450088188176;9.91735539329585
Baden-Württemberg;Friedrichshafen;3525;Langenargen;TLR;6;Eisenbahnstr. 18;88085;Langenargen;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.5993859130454;9.54497468243375
Baden-Württemberg;Stuttgart;3833;Ludwigsburg;TLU;3;Bahnhofstr.1;71638;Ludwigsburg;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja;48.8922318792946;9.18520970003946
Baden-Württemberg;Ulm;3593;Laupheim West;TLW;4;Westbahnhof 1;88471;Laupheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.2303047058441;9.84808444976806
Baden-Württemberg;Karlsruhe;4197;Mühlacker;TM;4;Bahnhof 119;75417;Mühlacker;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;ja;ja;48.9530727040826;8.84582835372498
Baden-Württemberg;Westfrankenbahn (WFB);3958;Markelsheim;TMA;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.4782804691661;9.83520605734417
Baden-Württemberg;Stuttgart;7562;Magstadt;TMAG;6;Hindenburgstr. 1;71106;Magstadt;Verband Region Stuttgart;VVS;nein;nein;48.7362420808569;8.96536231040955
Baden-Württemberg;Stuttgart;8110;Maichingen;TMAI;6;Talstraße ;71069;Sindelfingen;Verband Region Stuttgart;VVS;nein;ja;48.7216357886643;8.96961539983749
Baden-Württemberg;Stuttgart;3916;Malmsheim;TMAL;5;Alte Bahnhofstraße;71272;Renningen;Verband Region Stuttgart;VVS;nein;ja;48.7717472648556;8.90463352203369
Baden-Württemberg;Friedrichshafen;6456;Friedrichshafen Manzell;TMAN;6;Schnetzenhauser Straße 1;88046;Friedrichshafen;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.6643618774901;9.42907818763154
Baden-Württemberg;Friedrichshafen;3988;Marstetten-Aitrach;TMAR;6;Bahnhofstraße 23;88319;Marstetten-Aitrach;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.9439516873362;10.0801771337336
Baden-Württemberg;Stuttgart;4001;Maubach;TMAU;5;Kärtner Str. 14;71522;Backnang;Verband Region Stuttgart;VVS;nein;ja;48.9261947152777;9.41958105865708
Baden-Württemberg;Stuttgart;3941;Marbach (Neckar);TMB;4;Bahnhofstr. 13;71672;Marbach am Neckar;Verband Region Stuttgart;VVS;nein;ja;48.9436388082406;9.26436495504868
Baden-Württemberg;Friedrichshafen;4087;Metzingen;TME;4;Eisenbahnstr. 24;72555;Metzingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;ja;ja;48.5398925448214;9.28984694612538
Baden-Württemberg;Friedrichshafen;4055;Mengen;TMG;5;Bahnhofstr. 1;88512;Mengen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.0534370103397;9.33645367622376
Baden-Württemberg;Freiburg;8035;Möhringen Bahnhof;TMHB;7;Bischofszeller Strasse 5;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;47.9581879359013;8.77094283345286
Baden-Württemberg;Freiburg;8036;Möhringen Rathaus;TMHR;7;Hermann-Leiber-Str.4;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;47.9571309582826;8.76284301280975
Baden-Württemberg;Stuttgart;8109;Maichingen Nord;TMIN;6;Stuttgarter Straße Kreuzung mit S;71069;Sindelfingen;Verband Region Stuttgart;VVS;nein;nein;48.7274514656348;8.97942048679922
Baden-Württemberg;Friedrichshafen;4015;Meckenbeuren;TMK;4; Bahnhof 1;88074;Meckenbeuren;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;ja;ja;47.6995640248054;9.55831091530279
Baden-Württemberg;Mannheim;4145;Möckmühl;TML;5;Bahnhofstraße 17;74219;Möckmühl;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.3211593073768;9.35796260833741
Baden-Württemberg;Friedrichshafen;4143;Mochenwangen;TMO;7;Bahnhofstraße 11;88284;Wolpertswende;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.8728704945263;9.63810375758579
Baden-Württemberg;Ulm;4150;Mögglingen (b Gmünd);TMOE;6;Bahnhofstr.;73563;Mögglingen (b Gmünd);Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.8252626680263;9.95997548103333
Baden-Württemberg;Karlsruhe;7763;Monbach-Neuhausen;TMON;7;Monbachtal 3;75242;Neuhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.7990843648704;8.72836500406265
Baden-Württemberg;Karlsruhe;6237;Mühlacker Rößlesweg;TMRO;5;Industriestr. 91;75417;Mühlacker;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.956356869;8.8605773448944
Baden-Württemberg;Friedrichshafen;4189;Mössingen;TMS;5;Eisenbahnstr. 10;72116;Mössingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.4043335102437;9.04657244682312
Baden-Württemberg;Ulm;4287;Murrhardt;TMT;5;Bahnhofstr. 24;71540;Murrhardt;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.9826936530084;9.57783385931727
Baden-Württemberg;Ulm;4275;Munderkingen;TMU;6;Bahnhofstr. 12;89597;Munderkingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.2378996070082;9.64564633081616
Baden-Württemberg;Karlsruhe;4202;Mühlen (b Horb);TMUE;7;Schelmenwasen 12;72160;Horb am Neckar;Nahverkehrsgesellschaft Baden-Württemberg mbH;VGF ;nein;ja;48.4498941426607;8.72691526044511
Baden-Württemberg;Friedrichshafen;4209;Mühlheim (b Tuttlingen);TMUL;7;Bahnhofstr.;78570;Mühlheim ;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0291730615867;8.88546377420425
Baden-Württemberg;Karlsruhe;4003;Maulbronn West;TMW;7;Maulbronn West 1;75433;Maulbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.9834320697723;8.78165505227206
Baden-Württemberg;Mannheim;8271;Neckarsulm Mitte;TN  M;5;Gottlieb-Daimler-Straße 38/40;74172;Neckarsulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;nein;49.1932382145579;9.22285519178633
Baden-Württemberg;Mannheim;4322;Neckarsulm;TN;3;Am Bahnhof 1;74172;Neckarsulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1889375616521;9.21982675549232
Baden-Württemberg;Karlsruhe;8027;Nagold Stadtmitte;TNA M;6;Herrenberger Straße 15;72202;Nagold;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;nein;48.5512760693146;8.72852723116011
Baden-Württemberg;Karlsruhe;4295;Nagold;TNA;6;Am Bahnhof 1;72202;Nagold;Nahverkehrsgesellschaft Baden-Württemberg mbH;VGC;nein;ja;48.5557122484637;8.72782498598099
Baden-Württemberg;Karlsruhe;7947;Nagold-Iselshausen;TNAI;7;Londorfer Straße 27;72202;Nagold;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;nein;48.5315264577321;8.72593402862549
Baden-Württemberg;Karlsruhe;8157;Nagold-Steinberg;TNAS;7;Gäurandsteige 12;72202;Nagold;Nahverkehrsgesellschaft Baden-Württemberg mbH;VGC;nein;ja;48.5419323447871;8.7326369377283
Baden-Württemberg;Friedrichshafen;4483;Niederbiegen;TNB;6;Am Bahnhof 9;88255;Baienfurt;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.8305899825946;9.62098360061645
Baden-Württemberg;Mannheim;4370;Neudenau;TND;6;Bahnhofstraße 1 ;74861;Neudenau;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2883484837743;9.27086322495106
Baden-Württemberg;Friedrichshafen;4336;Nendingen (b Tuttlingen);TNED;7;Am Bahnhof 1;78532;Tuttlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0097028548584;8.85412832101181
Baden-Württemberg;Friedrichshafen;4330;Nehren;TNEH;6;Bahnhofstraße 55;72147;Nehren;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.4238569446608;9.06663654549095
Baden-Württemberg;Karlsruhe;4544;Niefern;TNF;5;Bahnhofstr. 12;75223;Niefern;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.9201880849826;8.76971125602721
Baden-Württemberg;Stuttgart;4458;Neustadt-Hohenacker;TNHO;5;Bahnhofsplatz 1;71336;Waiblingen;Verband Region Stuttgart;VVS;nein;ja;48.8591558089171;9.32436615228653
Baden-Württemberg;Westfrankenbahn (WFB);4530;Niederstetten;TNI;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.4036652465705;9.91494834423065
Baden-Württemberg;Westfrankenbahn (WFB);4556;Niklashausen;TNK;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.7018597295165;9.61380332708358
Baden-Württemberg;Stuttgart;4334;Nellmersbach;TNL;5;Bahnhofstr. 86;71397;Leutenbach;Verband Region Stuttgart;VVS;nein;ja;48.9033810628323;9.41542068857169
Baden-Württemberg;Mannheim;4387;Neuenstein;TNN;6;Bahnhofstraße 28;74632;Neuenstein;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.2061009820865;9.58405762910844
Baden-Württemberg;Mannheim;4578;Nordheim (Württ);TNO;6;Bahnhofplatz 6;74226;Nordheim (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.1090277731911;9.14865016937256
Baden-Württemberg;Ulm;4531;Niederstotzingen;TNS;6;Bahnhofstr. 53;89168;Niederstotzingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.5325039440278;10.2362477935824
Baden-Württemberg;Mannheim;8270;Neckarsulm Nord;TNSN;5;Hezenbergstraße;74172;Neckarsulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;nein;49.2019178396688;9.22866582870483
Baden-Württemberg;Friedrichshafen;4612;Nürtingen;TNU;3;Bahnhofstr. 8;72622;Nürtingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja;48.6282032424985;9.34279689806214
Baden-Württemberg;Stuttgart;4592;Nufringen;TNUF;5;Bahnhofstrasse;71154;Nufringen;Verband Region Stuttgart;VVS;nein;ja;48.6203754973349;8.89022290706634
Baden-Württemberg;Stuttgart;4467;Neuwirtshaus-Porscheplatz;TNW;4;Porscheplatz;70435;Stuttgart;Verband Region Stuttgart;VVS;nein;ja;48.8337888926373;9.15218353271485
Baden-Württemberg;Mannheim;4790;Osterburken;TO;4;Bahnhofstr. 1;74706;Osterburken;Nahverkehrsgesellschaft Baden-Württemberg mbH;VRN;nein;ja;49.4295442145882;9.42244274275643
Baden-Württemberg;Stuttgart;4617;Oberaichen;TOAI;5;Rohrerstrasse;70771;Leinfelden - Echterlingen;Verband Region Stuttgart;VVS;nein;ja;48.7051944382703;9.12734088360095
Baden-Württemberg;Freiburg;4670;Oberndorf (Neckar);TOB;5;Bahnhofstr. 18;78727;Oberndorf ;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.2953767639071;8.57548033318869
Baden-Württemberg;Friedrichshafen;4626;Oberboihingen;TOBB;6;Bahnhofstr. 9;72644;Oberboihingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.6487820589525;9.36440516890798
Baden-Württemberg;Friedrichshafen;4714;Oberzell;TOBZ;6;Am Bahnhof 9;88214;Ravensburg;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;nein;ja;47.7518618566194;9.57479953765869
Baden-Württemberg;Mannheim;4754;Öhringen Hbf;TOE;5;Ebertstraße 1;74613;Öhringen;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja;49.203236585202;9.50265473789642
Baden-Württemberg;Karlsruhe;7764;Ölbronn-Dürrn;TOED;7;Maulbronner Straße 114;75248;Ölbronn-Dürrn;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.9857841894289;8.75336408615112
Baden-Württemberg;Stuttgart;4638;Oberesslingen;TOES;4;Ulmer Strasse 75;73730;Esslingen am Neckar;Verband Region Stuttgart;VVS;nein;ja;48.7299393731336;9.32706356048585
Baden-Württemberg;Karlsruhe;4819;Ötisheim;TOET;6;Bahnhofstr. 73;75443;Ötisheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.9664882271979;8.81361140454683
Baden-Württemberg;Mannheim;7558;Öhringen West;TOEW;6;Heilbronner Strasse;74613;Öhringen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja;49.2002095828275;9.48569587528458
Baden-Württemberg;Stuttgart;4661;Oberlenningen;TOL;6;Parkstr. 4;73252;Lenningen;Verband Region Stuttgart;VVS;nein;ja;48.5543511428313;9.47077274322509
Bayern;Ulm;4635;Oberelchingen;TOLC;7;Bahnhofstr.;89275;Elchingen-Oberelchingen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja;48.4476662076499;10.0833946163371
Baden-Württemberg;Ulm;4657;Oberkochen;TON;6;Bahnhofstr. 1;73447;Oberkochen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.7824209090747;10.1078313589096
Baden-Württemberg;Ulm;4773;Oppenweiler (Württ);TOP;6;Bahnhofplatz ;71570;Oppenweiler (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.9814632059223;9.46286302059888
Baden-Württemberg;Stuttgart;4842;Owen (Teck);TOW;7;Eisenbahnstr.1;73277;Owen ;Verband Region Stuttgart;VVS;nein;ja;48.5868739128935;9.44771647453307
Baden-Württemberg;Stuttgart;4967;Plochingen;TP;2;Am Bahnhof 1;73207;Plochingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja;48.7129745134332;9.41098093986511
Baden-Württemberg;Ulm;4920;Pflaumloch;TPF;7;Bahnhofstr.;73469;Riesbürg-Pflaumloch;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.8490084552824;10.4369718959628
Baden-Württemberg;Karlsruhe;4922;Pforzheim Hbf;TPH;2;Bahnhofplatz 1;75175;Pforzheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;ja;ja;48.8939384393465;8.70308672877991
Baden-Württemberg;Ulm;4969;Plüderhausen;TPL;4;Bahnhofstr. 1;73655;Plüderhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.7966673212918;9.59589037296848
Baden-Württemberg;Karlsruhe;7889;Pforzheim-Weißenstein;TPW;7;Belremstr. 78;75180; Pforzheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;VPE;nein;ja;48.8652238489259;8.67632320403572
Baden-Württemberg;Freiburg;5405;Rottweil;TR;3;Bahnhofstr. 1;78628;Rottweil;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;ja;ja;48.1650835901463;8.63936305046081
Baden-Württemberg;Friedrichshafen;5150;Ravensburg;TRB;4;Bahnhofplatz 5;88214;Ravensburg;Nahverkehrsgesellschaft Baden-Württemberg mbH;BODO;ja;ja;47.7846656827183;9.60622755999793
Baden-Württemberg;Mannheim;7766;Rosenberg (Baden);TRBG;6;Bahnhofstraße 2;74749;Rosenberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;VRN;nein;ja;49.45744774745;9.47121233587532
Bayern;Würzburg;8147;Reichenberg;TRCB;6;Am Höchberg;97234;Reichenberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja;49.7310948064864;9.91288793196372
Baden-Württemberg;Friedrichshafen;5242;Reutlingen Hbf;TRE;3;Bahnhofstr. 3;72764;Reutlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;ja;ja;48.4962973004748;9.20938342809677
Baden-Württemberg;Friedrichshafen;5244;Reutlingen-Betzingen;TREB;6;Eisenbahnstraße 26;72770;Reutlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.4963423283086;9.17513787746431
Baden-Württemberg;Friedrichshafen;5245;Reutlingen-Sondelfingen;TRES;6;Lindenäckerweg 2;72764;Reutlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.5151195613281;9.23681873230288
Baden-Württemberg;Friedrichshafen;5243;Reutlingen West;TREW;6;Tübinger Straße 30;72762;Reutlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;NALDO;nein;ja;48.4925888840987;9.20189738273621
Baden-Württemberg;Ulm;5185;Reichenbach (Fils);TRF;5;Bahnhofstr. 10;73262;Reichenbach (Fils);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja;48.7080194995775;9.46397994441548
Baden-Württemberg;Freiburg;7150;Rottweil Göllsdorf;TRG;7;Rottweilerstr.4;78628;Rottweil;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVR;nein;ja;48.1596203738603;8.65083474305366
Baden-Württemberg;Freiburg;8055;Rietheim;TRH;6;Bahnhofstr.1;78604;Rietheim-Weilheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;TUT;nein;ja;48.0391324947855;8.78270587095848
Baden-Württemberg;Friedrichshafen;5271;Riedlingen;TRI;6;Bahnhofstraße  1;88499;Riedlingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;48.1496648847141;9.48509118773721
Baden-Württemberg;Westfrankenbahn (WFB);5195;Reicholzheim;TRL;6;;;;Nahverkehrsgesellschaft Baden-Württemberg;NVBW;nein;ja;49.7284871091189;9.52755932128639
Baden-Württemberg;Ulm;5111;Rammingen;TRM;7;Bahnhofstr. 1;89192;Rammingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja;48.5124553324546;10.1909098384577
Baden-Württemberg;Freiburg;7152;Rottweil Neufra;TRNF;7;Lauffener Str.14;78628;Rottweil;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVR;nein;ja;48.1267990755887;8.67034792900083
Baden-Württemberg;Mannheim;5325;Roigheim;TRO;6;Bahnhofstraße 9;74255;Roigheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;ja;49.3606169022026;9.34169411659241
Baden-Württemberg;Stuttgart;5333;Rommelshausen;TROM;5;Waiblinger Strasse;71394;Kernen;Verband Region Stuttgart;VVS;nein;ja;48.8154818322642;9.31930470466613
Baden-Württemberg;Ulm;5397;Rottenacker;TRR;7;Bahnhofstr.;89616;Rottenacker;Nahverkehrsgesellschaft Baden-Württemberg mbH;0;nein;nein;48.2351564480549;9.69489115935106
